Zip Code,Zip Code Type,Zip Code Name,County
67740,Non-Unique,Hoxie,Sheridan
67741,Non-Unique,Kanorado,Sherman
67743,Non-Unique,Levant,Thomas
67744,Non-Unique,Ludell,Rawlins
67745,Non-Unique,McDonald,Rawlins
67747,Non-Unique,Monument,Logan
67748,Non-Unique,Oakley,Logan
67749,Non-Unique,Oberlin,Decatur
67751,Non-Unique,Park,Gove
67752,Non-Unique,Quinter,Gove
67753,Non-Unique,Rexford,Thomas
67756,Non-Unique,Saint Francis,Cheyenne
67757,Non-Unique,Selden,Sheridan
67758,Non-Unique,Sharon Springs,Wallace
67761,Non-Unique,Wallace,Wallace
67762,Non-Unique,Weskan,Wallace
67764,Non-Unique,Winona,Logan
67801,Non-Unique,Dodge City,Ford
67831,Non-Unique,Ashland,Clark
67834,Non-Unique,Bucklin,Ford
67835,Non-Unique,Cimarron,Finney
67836,PO Box,Coolidge,Hamilton
67837,Non-Unique,Copeland,Gray
67838,Non-Unique,Deerfield,Kearny
67839,Non-Unique,Dighton,Lane
67840,Non-Unique,Englewood,Clark
67841,Non-Unique,Ensign,Gray
67842,Non-Unique,Ford,Ford
67843,Non-Unique,Fort Dodge,Ford
67844,Non-Unique,Fowler,Meade
67846,Non-Unique,Garden City,Finney
67849,Non-Unique,Hanston,Hodgeman
67850,Non-Unique,Healy,Lane
67851,Non-Unique,Holcomb,Finney
67853,Non-Unique,Ingalls,Gray
67854,Non-Unique,Jetmore,Hodgeman
67855,Non-Unique,Johnson,Stanton
67857,Non-Unique,Kendall,Hamilton
67859,Non-Unique,Kismet,Seward
67860,Non-Unique,Lakin,Kearny
67861,Non-Unique,Leoti,Wichita
67862,Non-Unique,Manter,Stanton
67863,Non-Unique,Marienthal,Scott
67864,Non-Unique,Meade,Meade
67865,Non-Unique,Minneola,Clark
67867,Non-Unique,Montezuma,Gray
67868,Non-Unique,Pierceville,Finney
67869,Non-Unique,Plains,Meade
67870,Non-Unique,Satanta,Seward
67871,Non-Unique,Scott City,Scott
67876,Non-Unique,Spearville,Ford
67877,Non-Unique,Sublette,Haskell
67878,Non-Unique,Syracuse,Hamilton
67879,Non-Unique,Tribune,Greeley
67880,Non-Unique,Ulysses,Grant
67882,Non-Unique,Wright,Ford
67901,Non-Unique,Liberal,Seward
67905,PO Box,Liberal,Seward
67950,Non-Unique,Elkhart,Morton
67951,Non-Unique,Hugoton,Stevens
67952,Non-Unique,Moscow,Stevens
67953,Non-Unique,Richfield,Morton
67954,Non-Unique,Rolla,Morton
63005,Non-Unique,Chesterfield,Saint Louis
63006,PO Box,Chesterfield,Saint Louis
63010,Non-Unique,Arnold,Jefferson
63011,Non-Unique,Ballwin,Saint Louis
63012,Non-Unique,Barnhart,Jefferson
63013,Non-Unique,Beaufort,Franklin
63014,Non-Unique,Berger,Franklin
63015,Non-Unique,Catawissa,Franklin
63016,Non-Unique,Cedar Hill,Jefferson
63017,Non-Unique,Chesterfield,Saint Louis
63019,Non-Unique,Crystal City,Jefferson
63020,Non-Unique,De Soto,Jefferson
63021,Non-Unique,Ballwin,Saint Louis
63022,PO Box,Ballwin,Saint Louis
63023,Non-Unique,Dittmer,Jefferson
63024,PO Box,Ballwin,Saint Louis
63025,Non-Unique,Eureka,Saint Louis
63026,Non-Unique,Fenton,Saint Louis
63028,Non-Unique,Festus,Jefferson
63030,Non-Unique,Fletcher,Washington
63031,Non-Unique,Florissant,Saint Louis
63032,PO Box,Florissant,Saint Louis
63033,Non-Unique,Florissant,Saint Louis
63034,Non-Unique,Florissant,Saint Louis
63036,Non-Unique,French Village,Saint Francois
63037,Non-Unique,Gerald,Franklin
63038,Non-Unique,Glencoe,Saint Louis
63039,Non-Unique,Gray Summit,Franklin
63040,Non-Unique,Grover,Saint Louis
63041,Non-Unique,Grubville,Franklin
63042,Non-Unique,Hazelwood,Saint Louis
63043,Non-Unique,Maryland Heights,Saint Louis
63044,Non-Unique,Bridgeton,Saint Louis
63045,Non-Unique,Earth City,Saint Louis
63047,PO Box,Hematite,Jefferson
63048,Non-Unique,Herculaneum,Jefferson
63049,Non-Unique,High Ridge,Jefferson
63050,Non-Unique,Hillsboro,Jefferson
63051,Non-Unique,House Springs,Jefferson
63052,Non-Unique,Imperial,Jefferson
63053,PO Box,Kimmswick,Jefferson
63055,Non-Unique,Labadie,Franklin
63056,Non-Unique,Leslie,Franklin
63057,PO Box,Liguori,Jefferson
63060,Non-Unique,Lonedell,Franklin
63061,Non-Unique,Luebbering,Franklin
63065,PO Box,Mapaville,Jefferson
63066,PO Box,Morse Mill,Jefferson
63068,Non-Unique,New Haven,Franklin
63069,Non-Unique,Pacific,Franklin
63070,Non-Unique,Pevely,Jefferson
63071,Non-Unique,Richwoods,Washington
63072,Non-Unique,Robertsville,Franklin
63073,PO Box,Saint Albans,Franklin
63074,Non-Unique,Saint Ann,Saint Louis
63077,Non-Unique,Saint Clair,Franklin
63079,PO Box,Stanton,Franklin
63080,Non-Unique,Sullivan,Franklin
63084,Non-Unique,Union,Franklin
63087,Non-Unique,Valles Mines,Saint Francois
63088,Non-Unique,Valley Park,Saint Louis
63089,Non-Unique,Villa Ridge,Franklin
63090,Non-Unique,Washington,Franklin
63091,Non-Unique,Rosebud,Gasconade
63099,Unique,Fenton,Saint Louis
63101,Non-Unique,Saint Louis,Saint Louis City
63102,Non-Unique,Saint Louis,Saint Louis City
63103,Non-Unique,Saint Louis,Saint Louis City
63104,Non-Unique,Saint Louis,Saint Louis City
63105,Non-Unique,Saint Louis,Saint Louis
63106,Non-Unique,Saint Louis,Saint Louis City
63107,Non-Unique,Saint Louis,Saint Louis City
63108,Non-Unique,Saint Louis,Saint Louis City
63109,Non-Unique,Saint Louis,Saint Louis City
63110,Non-Unique,Saint Louis,Saint Louis City
63111,Non-Unique,Saint Louis,Saint Louis City
63112,Non-Unique,Saint Louis,Saint Louis City
63113,Non-Unique,Saint Louis,Saint Louis City
63114,Non-Unique,Saint Louis,Saint Louis
63115,Non-Unique,Saint Louis,Saint Louis City
63116,Non-Unique,Saint Louis,Saint Louis City
63117,Non-Unique,Saint Louis,Saint Louis
63118,Non-Unique,Saint Louis,Saint Louis City
63119,Non-Unique,Saint Louis,Saint Louis
63120,Non-Unique,Saint Louis,Saint Louis City
63121,Non-Unique,Saint Louis,Saint Louis
63122,Non-Unique,Saint Louis,Saint Louis
63123,Non-Unique,Saint Louis,Saint Louis
63124,Non-Unique,Saint Louis,Saint Louis
63125,Non-Unique,Saint Louis,Saint Louis
63126,Non-Unique,Saint Louis,Saint Louis
63127,Non-Unique,Saint Louis,Saint Louis
63128,Non-Unique,Saint Louis,Saint Louis
63129,Non-Unique,Saint Louis,Saint Louis
63130,Non-Unique,Saint Louis,Saint Louis
63131,Non-Unique,Saint Louis,Saint Louis
63132,Non-Unique,Saint Louis,Saint Louis
63133,Non-Unique,Saint Louis,Saint Louis
63134,Non-Unique,Saint Louis,Saint Louis
63135,Non-Unique,Saint Louis,Saint Louis
63136,Non-Unique,Saint Louis,Saint Louis
63137,Non-Unique,Saint Louis,Saint Louis
63138,Non-Unique,Saint Louis,Saint Louis
63139,Non-Unique,Saint Louis,Saint Louis City
63140,Non-Unique,Saint Louis,Saint Louis
63141,Non-Unique,Saint Louis,Saint Louis
63143,Non-Unique,Saint Louis,Saint Louis
63144,Non-Unique,Saint Louis,Saint Louis
63145,Non-Unique,Saint Louis,Saint Louis
63146,Non-Unique,Saint Louis,Saint Louis
63147,Non-Unique,Saint Louis,Saint Louis City
63150,Unique,Saint Louis,Saint Louis City
63151,PO Box,Saint Louis,Saint Louis
63155,Non-Unique,Saint Louis,Saint Louis City
63156,PO Box,Saint Louis,Saint Louis City
63157,PO Box,Saint Louis,Saint Louis City
63158,PO Box,Saint Louis,Saint Louis City
63160,Unique,Saint Louis,Saint Louis City
63163,PO Box,Saint Louis,Saint Louis City
63164,Unique,Saint Louis,Saint Louis City
63166,PO Box,Saint Louis,Saint Louis City
63167,Unique,Saint Louis,Saint Louis City
63169,PO Box,Saint Louis,Saint Louis City
63171,Unique,Saint Louis,Saint Louis City
63177,PO Box,Saint Louis,Saint Louis City
63178,PO Box,Saint Louis,Saint Louis City
63179,PO Box,Saint Louis,Saint Louis City
63180,Unique,Saint Louis,Saint Louis City
63182,Unique,Saint Louis,Saint Louis City
63188,PO Box,Saint Louis,Saint Louis City
63195,Unique,Saint Louis,Saint Louis City
63197,Unique,Saint Louis,Saint Louis City
63199,Unique,Saint Louis,Saint Louis City
63301,Non-Unique,Saint Charles,Saint Charles
63302,PO Box,Saint Charles,Saint Charles
63303,Non-Unique,Saint Charles,Saint Charles
63304,Non-Unique,Saint Charles,Saint Charles
63330,Non-Unique,Annada,Pike
63332,Non-Unique,Augusta,Saint Charles
63333,Non-Unique,Bellflower,Montgomery
63334,Non-Unique,Bowling Green,Pike
63336,Non-Unique,Clarksville,Pike
63338,PO Box,Cottleville,Saint Charles
63339,Non-Unique,Curryville,Pike
63341,Non-Unique,Defiance,Saint Charles
63342,PO Box,Dutzow,Warren
63343,Non-Unique,Elsberry,Lincoln
63344,Non-Unique,Eolia,Lincoln
63345,Non-Unique,Farber,Audrain
63346,PO Box,Flinthill,Saint Charles
63347,Non-Unique,Foley,Lincoln
63348,Non-Unique,Foristell,Saint Charles
63349,Non-Unique,Hawk Point,Lincoln
63350,Non-Unique,High Hill,Montgomery
63351,Non-Unique,Jonesburg,Montgomery
63352,Non-Unique,Laddonia,Audrain
63353,Non-Unique,Louisiana,Pike
63357,Non-Unique,Marthasville,Warren
63359,Non-Unique,Middletown,Pike
63361,Non-Unique,Montgomery City,Montgomery
63362,Non-Unique,Moscow Mills,Lincoln
63363,Non-Unique,New Florence,Montgomery
63365,PO Box,New Melle,Saint Charles
63366,Non-Unique,O'Fallon,Saint Charles
63367,Non-Unique,Lake Saint Louis,Saint Charles
63368,Non-Unique,O'Fallon,Saint Charles
63369,Non-Unique,Old Monroe,Lincoln
63370,Non-Unique,Olney,Lincoln
63373,Non-Unique,Portage Des Sioux,Saint Charles
63376,Non-Unique,Saint Peters,Saint Charles
63377,Non-Unique,Silex,Lincoln
63378,PO Box,Treloar,Warren
63379,Non-Unique,Troy,Lincoln
63380,Non-Unique,Truesdale,Warren
63381,Non-Unique,Truxton,Warren
63382,Non-Unique,Vandalia,Audrain
63383,Non-Unique,Warrenton,Warren
63384,Non-Unique,Wellsville,Montgomery
63385,Non-Unique,Wentzville,Saint Charles
63386,Non-Unique,West Alton,Saint Charles
63387,PO Box,Whiteside,Lincoln
63388,Non-Unique,Williamsburg,Callaway
63389,Non-Unique,Winfield,Lincoln
63390,Non-Unique,Wright City,Warren
63401,Non-Unique,Hannibal,Marion
63430,Non-Unique,Alexandria,Clark
63431,Non-Unique,Anabel,Macon
63432,Non-Unique,Arbela,Scotland
63433,Non-Unique,Ashburn,Pike
63434,Non-Unique,Bethel,Shelby
63435,Non-Unique,Canton,Lewis
63436,Non-Unique,Center,Ralls
63437,Non-Unique,Clarence,Shelby
63438,Non-Unique,Durham,Lewis
63439,Non-Unique,Emden,Shelby
63440,Non-Unique,Ewing,Lewis
63441,Non-Unique,Frankford,Pike
63442,Non-Unique,Granger,Scotland
63443,Non-Unique,Hunnewell,Shelby
63445,Non-Unique,Kahoka,Clark
63446,Non-Unique,Knox City,Knox
63447,Non-Unique,La Belle,Lewis
63448,Non-Unique,La Grange,Lewis
63450,Non-Unique,Lentner,Shelby
63451,Non-Unique,Leonard,Shelby
63452,Non-Unique,Lewistown,Lewis
63453,Non-Unique,Luray,Clark
63454,Non-Unique,Maywood,Marion
63456,Non-Unique,Monroe City,Ralls
63457,Non-Unique,Monticello,Lewis
63458,Non-Unique,Newark,Knox
63459,Non-Unique,New London,Ralls
63460,Non-Unique,Novelty,Knox
63461,Non-Unique,Palmyra,Marion
63462,Non-Unique,Perry,Ralls
63463,Non-Unique,Philadelphia,Marion
63464,Non-Unique,Plevna,Knox
63465,Non-Unique,Revere,Clark
63466,Non-Unique,Saint Patrick,Clark
63467,PO Box,Saverton,Ralls
63468,Non-Unique,Shelbina,Shelby
63469,Non-Unique,Shelbyville,Shelby
63471,Non-Unique,Taylor,Marion
63472,Non-Unique,Wayland,Clark
63473,Non-Unique,Williamstown,Lewis
63474,Non-Unique,Wyaconda,Clark
63501,Non-Unique,Kirksville,Adair
63530,Non-Unique,Atlanta,Macon
63531,Non-Unique,Baring,Knox
63532,Non-Unique,Bevier,Macon
63533,Non-Unique,Brashear,Adair
63534,Non-Unique,Callao,Macon
63535,Non-Unique,Coatsville,Schuyler
63536,Non-Unique,Downing,Schuyler
63537,Non-Unique,Edina,Knox
63538,Non-Unique,Elmer,Macon
63539,Non-Unique,Ethel,Macon
63540,Non-Unique,Gibbs,Adair
63541,Non-Unique,Glenwood,Schuyler
63543,Non-Unique,Gorin,Scotland
63544,Non-Unique,Green Castle,Sullivan
63545,Non-Unique,Green City,Sullivan
63546,Non-Unique,Greentop,Adair
63547,Non-Unique,Hurdland,Knox
63548,Non-Unique,Lancaster,Schuyler
63549,Non-Unique,La Plata,Macon
63551,Non-Unique,Livonia,Putnam
63552,Non-Unique,Macon,Macon
63555,Non-Unique,Memphis,Scotland
63556,Non-Unique,Milan,Sullivan
63557,Non-Unique,New Boston,Linn
63558,Non-Unique,New Cambria,Macon
63559,Non-Unique,Novinger,Adair
63560,Non-Unique,Pollock,Sullivan
63561,Non-Unique,Queen City,Schuyler
63563,Non-Unique,Rutledge,Scotland
63565,Non-Unique,Unionville,Putnam
63566,Non-Unique,Winigan,Linn
63567,Non-Unique,Worthington,Putnam
63601,Non-Unique,Park Hills,Saint Francois
63620,Non-Unique,Annapolis,Iron
63621,Non-Unique,Arcadia,Iron
63622,Non-Unique,Belgrade,Washington
63623,Non-Unique,Belleview,Iron
63624,Non-Unique,Bismarck,Saint Francois
63625,Non-Unique,Black,Reynolds
63626,Non-Unique,Blackwell,Washington
63627,Non-Unique,Bloomsdale,Ste Genevieve
63628,Non-Unique,Bonne Terre,Saint Francois
63629,Non-Unique,Bunker,Reynolds
63630,Non-Unique,Cadet,Washington
63631,Non-Unique,Caledonia,Washington
63632,PO Box,Cascade,Wayne
63633,Non-Unique,Centerville,Reynolds
63636,Non-Unique,Des Arc,Iron
63637,Non-Unique,Doe Run,Saint Francois
63638,Non-Unique,Ellington,Reynolds
63640,Non-Unique,Farmington,Saint Francois
63645,Non-Unique,Fredericktown,Madison
63648,Non-Unique,Irondale,Washington
63650,Non-Unique,Ironton,Iron
63651,PO Box,Knob Lick,Saint Francois
63653,Non-Unique,Leadwood,Saint Francois
63654,Non-Unique,Lesterville,Reynolds
63655,Non-Unique,Marquand,Madison
63656,Non-Unique,Middle Brook,Iron
63660,Non-Unique,Mineral Point,Washington
63662,Non-Unique,Patton,Bollinger
63663,PO Box,Pilot Knob,Iron
63664,Non-Unique,Potosi,Washington
63665,Non-Unique,Redford,Reynolds
63666,PO Box,Reynolds,Reynolds
63670,Non-Unique,Sainte Genevieve,Ste Genevieve
63673,Non-Unique,Saint Mary,Ste Genevieve
63674,PO Box,Tiff,Washington
63675,Non-Unique,Vulcan,Iron
63701,Non-Unique,Cape Girardeau,Cape Girardeau
63702,PO Box,Cape Girardeau,Cape Girardeau
63703,Non-Unique,Cape Girardeau,Cape Girardeau
63730,Non-Unique,Advance,Stoddard
63732,Non-Unique,Altenburg,Perry
63735,Non-Unique,Bell City,Stoddard
63736,Non-Unique,Benton,Scott
63737,Non-Unique,Brazeau,Perry
63738,PO Box,Brownwood,Stoddard
63739,Non-Unique,Burfordville,Cape Girardeau
63740,Non-Unique,Chaffee,Scott
63742,PO Box,Commerce,Scott
63743,Non-Unique,Daisy,Cape Girardeau
63744,Non-Unique,Delta,Cape Girardeau
63745,PO Box,Dutchtown,Cape Girardeau
63746,PO Box,Farrar,Perry
63747,Non-Unique,Friedheim,Cape Girardeau
63748,Non-Unique,Frohna,Perry
63750,Non-Unique,Gipsy,Bollinger
63751,Non-Unique,Glenallen,Bollinger
63752,PO Box,Gordonville,Cape Girardeau
63755,Non-Unique,Jackson,Cape Girardeau
63758,PO Box,Kelso,Scott
63760,Non-Unique,Leopold,Bollinger
63763,Non-Unique,McGee,Wayne
63764,Non-Unique,Marble Hill,Bollinger
63766,Non-Unique,Millersville,Cape Girardeau
63767,PO Box,Morley,Scott
63769,Non-Unique,Oak Ridge,Cape Girardeau
63770,Non-Unique,Old Appleton,Cape Girardeau
63771,Non-Unique,Oran,Scott
63774,PO Box,Perkins,Scott
63775,Non-Unique,Perryville,Perry
63776,PO Box,McBride,Perry
63779,PO Box,Pocahontas,Cape Girardeau
63780,Non-Unique,Scott City,Scott
63781,Non-Unique,Sedgewickville,Bollinger
63782,Non-Unique,Sturdivant,Bollinger
63783,Non-Unique,Uniontown,Perry
63784,PO Box,Vanduser,Scott
63785,Non-Unique,Whitewater,Cape Girardeau
63787,Non-Unique,Zalma,Bollinger
63801,Non-Unique,Sikeston,Scott
63820,PO Box,Anniston,Mississippi
63821,Non-Unique,Arbyrd,Dunklin
63822,Non-Unique,Bernie,Stoddard
63823,Non-Unique,Bertrand,Mississippi
63824,PO Box,Blodgett,Scott
63825,Non-Unique,Bloomfield,Stoddard
63826,PO Box,Braggadocio,Pemiscot
63827,Non-Unique,Bragg City,Pemiscot
63828,PO Box,Canalou,New Madrid
63829,Non-Unique,Cardwell,Dunklin
63830,Non-Unique,Caruthersville,Pemiscot
63833,Non-Unique,Catron,New Madrid
63834,Non-Unique,Charleston,Mississippi
63837,Non-Unique,Clarkton,Dunklin
63839,PO Box,Cooter,Pemiscot
63840,PO Box,Deering,Pemiscot
63841,Non-Unique,Dexter,Stoddard
63845,Non-Unique,East Prairie,Mississippi
63846,Non-Unique,Essex,Stoddard
63847,PO Box,Gibson,Dunklin
63848,Non-Unique,Gideon,New Madrid
63849,Non-Unique,Gobler,Pemiscot
63850,PO Box,Grayridge,Stoddard
63851,Non-Unique,Hayti,Pemiscot
63852,Non-Unique,Holcomb,Dunklin
63853,PO Box,Holland,Pemiscot
63855,Non-Unique,Hornersville,Dunklin
63857,Non-Unique,Kennett,Dunklin
63860,PO Box,Kewanee,New Madrid
63862,Non-Unique,Lilbourn,New Madrid
63863,Non-Unique,Malden,Dunklin
63866,Non-Unique,Marston,New Madrid
63867,Non-Unique,Matthews,New Madrid
63868,Non-Unique,Morehouse,New Madrid
63869,Non-Unique,New Madrid,New Madrid
63870,Non-Unique,Parma,New Madrid
63873,Non-Unique,Portageville,New Madrid
63874,PO Box,Risco,New Madrid
63875,PO Box,Rives,Dunklin
63876,Non-Unique,Senath,Dunklin
63877,Non-Unique,Steele,Pemiscot
63878,PO Box,Tallapoosa,New Madrid
63879,Non-Unique,Wardell,Pemiscot
63880,PO Box,Whiteoak,Dunklin
63881,PO Box,Wolf Island,Mississippi
63882,PO Box,Wyatt,Mississippi
63901,Non-Unique,Poplar Bluff,Butler
63902,PO Box,Poplar Bluff,Butler
63931,Non-Unique,Briar,Ripley
63932,Non-Unique,Broseley,Butler
63933,Non-Unique,Campbell,Dunklin
63934,Non-Unique,Clubb,Wayne
63935,Non-Unique,Doniphan,Ripley
63936,Non-Unique,Dudley,Stoddard
63937,Non-Unique,Ellsinore,Carter
63938,PO Box,Fagus,Butler
63939,Non-Unique,Fairdealing,Ripley
63940,Non-Unique,Fisk,Butler
63941,Non-Unique,Fremont,Carter
63942,Non-Unique,Gatewood,Ripley
63943,Non-Unique,Grandin,Carter
63944,Non-Unique,Greenville,Wayne
63945,Non-Unique,Harviell,Butler
63950,Non-Unique,Lodi,Wayne
63951,Non-Unique,Lowndes,Wayne
63952,Non-Unique,Mill Spring,Wayne
63953,Non-Unique,Naylor,Ripley
63954,Non-Unique,Neelyville,Butler
63955,Non-Unique,Oxly,Ripley
63956,Non-Unique,Patterson,Wayne
63957,Non-Unique,Piedmont,Wayne
63960,Non-Unique,Puxico,Stoddard
63961,Non-Unique,Qulin,Butler
63962,PO Box,Rombauer,Butler
63963,Non-Unique,Shook,Wayne
63964,Non-Unique,Silva,Wayne
63965,Non-Unique,Van Buren,Carter
63966,Non-Unique,Wappapello,Wayne
63967,Non-Unique,Williamsville,Wayne
64001,Non-Unique,Alma,Lafayette
64002,Unique,Lee's Summit,Jackson
64011,Non-Unique,Bates City,Lafayette
64012,Non-Unique,Belton,Cass
64013,PO Box,Blue Springs,Jackson
64014,Non-Unique,Blue Springs,Jackson
64015,Non-Unique,Blue Springs,Jackson
64016,Non-Unique,Buckner,Jackson
64017,Non-Unique,Camden,Ray
64018,Non-Unique,Camden Point,Platte
64019,Non-Unique,Centerview,Johnson
64020,Non-Unique,Concordia,Lafayette
64021,Non-Unique,Corder,Lafayette
64022,Non-Unique,Dover,Lafayette
64024,Non-Unique,Excelsior Springs,Clay
64028,PO Box,Farley,Platte
64029,Non-Unique,Grain Valley,Jackson
64030,Non-Unique,Grandview,Jackson
64034,Non-Unique,Greenwood,Jackson
64035,Non-Unique,Hardin,Ray
64036,Non-Unique,Henrietta,Ray
64037,Non-Unique,Higginsville,Lafayette
64040,Non-Unique,Holden,Johnson
64048,Non-Unique,Holt,Clay
64050,Non-Unique,Independence,Jackson
64051,PO Box,Independence,Jackson
64052,Non-Unique,Independence,Jackson
64053,Non-Unique,Independence,Jackson
64054,Non-Unique,Independence,Jackson
64055,Non-Unique,Independence,Jackson
64056,Non-Unique,Independence,Jackson
64057,Non-Unique,Independence,Jackson
64058,Non-Unique,Independence,Jackson
64060,Non-Unique,Kearney,Clay
64061,Non-Unique,Kingsville,Johnson
64062,Non-Unique,Lawson,Ray
64063,Non-Unique,Lee's Summit,Jackson
64064,Non-Unique,Lee's Summit,Jackson
64065,Unique,Lee's Summit,Jackson
64066,PO Box,Levasy,Jackson
64067,Non-Unique,Lexington,Lafayette
64068,Non-Unique,Liberty,Clay
64069,PO Box,Liberty,Clay
64070,Non-Unique,Lone Jack,Jackson
64071,Non-Unique,Mayview,Lafayette
64072,PO Box,Missouri City,Clay
64073,PO Box,Mosby,Clay
64074,Non-Unique,Napoleon,Lafayette
64075,Non-Unique,Oak Grove,Jackson
64076,Non-Unique,Odessa,Lafayette
64077,Non-Unique,Orrick,Ray
64078,Non-Unique,Peculiar,Cass
64079,Non-Unique,Platte City,Platte
64080,Non-Unique,Pleasant Hill,Cass
64081,Non-Unique,Lee's Summit,Jackson
64082,Non-Unique,Lee's Summit,Jackson
64083,Non-Unique,Raymore,Cass
64084,Non-Unique,Rayville,Ray
64085,Non-Unique,Richmond,Ray
64086,Non-Unique,Lee's Summit,Jackson
64088,Non-Unique,Sibley,Jackson
64089,Non-Unique,Smithville,Clay
64090,PO Box,Strasburg,Cass
64092,PO Box,Waldron,Platte
64093,Non-Unique,Warrensburg,Johnson
64096,Non-Unique,Waverly,Lafayette
64097,Non-Unique,Wellington,Lafayette
64098,Non-Unique,Weston,Platte
64101,Non-Unique,Kansas City,Jackson
64102,Non-Unique,Kansas City,Jackson
64105,Non-Unique,Kansas City,Jackson
64106,Non-Unique,Kansas City,Jackson
64108,Non-Unique,Kansas City,Jackson
64109,Non-Unique,Kansas City,Jackson
64110,Non-Unique,Kansas City,Jackson
64111,Non-Unique,Kansas City,Jackson
64112,Non-Unique,Kansas City,Jackson
64113,Non-Unique,Kansas City,Jackson
64114,Non-Unique,Kansas City,Jackson
64116,Non-Unique,Kansas City,Clay
64117,Non-Unique,Kansas City,Clay
64118,Non-Unique,Kansas City,Clay
64119,Non-Unique,Kansas City,Clay
64120,Non-Unique,Kansas City,Jackson
64121,PO Box,Kansas City,Jackson
64123,Non-Unique,Kansas City,Jackson
64124,Non-Unique,Kansas City,Jackson
64125,Non-Unique,Kansas City,Jackson
64126,Non-Unique,Kansas City,Jackson
64127,Non-Unique,Kansas City,Jackson
64128,Non-Unique,Kansas City,Jackson
64129,Non-Unique,Kansas City,Jackson
64130,Non-Unique,Kansas City,Jackson
64131,Non-Unique,Kansas City,Jackson
64132,Non-Unique,Kansas City,Jackson
64133,Non-Unique,Kansas City,Jackson
64134,Non-Unique,Kansas City,Jackson
64136,Non-Unique,Kansas City,Jackson
64137,Non-Unique,Kansas City,Jackson
64138,Non-Unique,Kansas City,Jackson
64139,Non-Unique,Kansas City,Jackson
64141,PO Box,Kansas City,Jackson
64144,Unique,Kansas City,Jackson
64145,Non-Unique,Kansas City,Jackson
64146,Non-Unique,Kansas City,Jackson
64147,Non-Unique,Kansas City,Jackson
64148,PO Box,Kansas City,Jackson
64149,Non-Unique,Kansas City,Jackson
64150,Non-Unique,Riverside,Platte
64151,Non-Unique,Kansas City,Platte
64152,Non-Unique,Kansas City,Platte
64153,Non-Unique,Kansas City,Platte
64154,Non-Unique,Kansas City,Platte
64155,Non-Unique,Kansas City,Clay
64156,Non-Unique,Kansas City,Clay
64157,Non-Unique,Kansas City,Clay
64158,Non-Unique,Kansas City,Clay
64161,Non-Unique,Kansas City,Clay
64163,Non-Unique,Kansas City,Platte
64164,Non-Unique,Kansas City,Platte
64165,Non-Unique,Kansas City,Clay
64166,Non-Unique,Kansas City,Clay
64167,Non-Unique,Kansas City,Clay
64168,PO Box,Kansas City,Platte
64170,Unique,Kansas City,Jackson
64171,PO Box,Kansas City,Jackson
64179,Unique,Kansas City,Jackson
64180,Unique,Kansas City,Jackson
64184,Unique,Kansas City,Jackson
64187,Unique,Kansas City,Jackson
64188,PO Box,Kansas City,Jackson
64190,PO Box,Kansas City,Jackson
64191,PO Box,Kansas City,Jackson
64195,PO Box,Kansas City,Platte
64196,PO Box,Kansas City,Jackson
64197,Unique,Kansas City,Jackson
64198,Unique,Kansas City,Jackson
64199,PO Box,Kansas City,Jackson
64401,Non-Unique,Agency,Buchanan
64402,Non-Unique,Albany,Gentry
64420,PO Box,Allendale,Worth
64421,Non-Unique,Amazonia,Andrew
64422,Non-Unique,Amity,DeKalb
64423,Non-Unique,Barnard,Nodaway
64424,Non-Unique,Bethany,Harrison
64426,Non-Unique,Blythedale,Harrison
64427,Non-Unique,Bolckow,Andrew
64428,Non-Unique,Burlington Junction,Nodaway
64429,Non-Unique,Cameron,DeKalb
64430,Non-Unique,Clarksdale,DeKalb
64431,Non-Unique,Clearmont,Nodaway
64432,Non-Unique,Clyde,Nodaway
64433,Non-Unique,Conception,Nodaway
64434,Non-Unique,Conception Junction,Nodaway
64436,Non-Unique,Cosby,Andrew
64437,Non-Unique,Craig,Holt
64438,Non-Unique,Darlington,Gentry
64439,Non-Unique,Dearborn,Platte
64440,Non-Unique,De Kalb,Buchanan
64441,Non-Unique,Denver,Worth
64442,Non-Unique,Eagleville,Harrison
64443,Non-Unique,Easton,Buchanan
64444,Non-Unique,Edgerton,Platte
64445,Non-Unique,Elmo,Nodaway
64446,Non-Unique,Fairfax,Atchison
64448,Non-Unique,Faucett,Buchanan
64449,Non-Unique,Fillmore,Andrew
64451,Non-Unique,Forest City,Holt
64453,Non-Unique,Gentry,Gentry
64454,Non-Unique,Gower,Clinton
64455,Non-Unique,Graham,Nodaway
64456,Non-Unique,Grant City,Worth
64457,Non-Unique,Guilford,Nodaway
64458,Non-Unique,Hatfield,Harrison
64459,Non-Unique,Helena,Andrew
64461,Non-Unique,Hopkins,Nodaway
64463,Non-Unique,King City,Gentry
64465,Non-Unique,Lathrop,Clinton
64466,Non-Unique,Maitland,Holt
64467,Non-Unique,Martinsville,Harrison
64468,Non-Unique,Maryville,Nodaway
64469,Non-Unique,Maysville,DeKalb
64470,Non-Unique,Mound City,Holt
64471,Non-Unique,New Hampton,Harrison
64473,Non-Unique,Oregon,Holt
64474,Non-Unique,Osborn,DeKalb
64475,Non-Unique,Parnell,Nodaway
64476,Non-Unique,Pickering,Nodaway
64477,Non-Unique,Plattsburg,Clinton
